6.737261199951171875e+01,4.318638610839843750e+01
6.739224243164062500e+01,4.323742294311523438e+01
6.739701080322265625e+01,4.324983596801757812e+01
6.731016540527343750e+01,4.302404403686523438e+01
6.782968139648437500e+01,4.437468719482421875e+01
6.762617492675781250e+01,4.384560394287109375e+01
6.667634582519531250e+01,4.137620925903320312e+01
6.688002014160156250e+01,4.190572738647460938e+01
6.682521057128906250e+01,4.176322937011718750e+01
6.675384521484375000e+01,4.157770156860351562e+01
6.674314880371093750e+01,4.154990005493164062e+01
6.675325012207031250e+01,4.157613754272460938e+01
6.632450866699218750e+01,4.046149444580078125e+01
6.607226562500000000e+01,3.980570220947265625e+01
6.605950927734375000e+01,3.977255249023437500e+01
6.614746093750000000e+01,4.000120925903320312e+01
6.615385437011718750e+01,4.001782226562500000e+01
6.616415405273437500e+01,4.004462051391601562e+01
6.598664855957031250e+01,3.958311843872070312e+01
6.613179016113281250e+01,3.996046447753906250e+01
6.603283691406250000e+01,3.970321273803710938e+01
6.593486022949218750e+01,3.944848251342773438e+01
6.586421203613281250e+01,3.926480484008789062e+01
6.579734802246093750e+01,3.909098434448242188e+01
6.574700164794921875e+01,3.896009063720703125e+01
6.562421417236328125e+01,3.864085388183593750e+01
6.511876678466796875e+01,3.732678985595703125e+01
6.496755218505859375e+01,3.693365097045898438e+01
6.480919647216796875e+01,3.652195358276367188e+01
6.463021850585937500e+01,3.605665969848632812e+01
6.454525756835937500e+01,3.583576202392578125e+01
6.434738159179687500e+01,3.532131195068359375e+01
6.384890747070312500e+01,3.402539062500000000e+01
6.350971984863281250e+01,3.314354705810546875e+01
6.330792999267578125e+01,3.261892700195312500e+01
6.316806030273437500e+01,3.225531005859375000e+01
6.313025665283203125e+01,3.215702056884765625e+01
6.311866378784179688e+01,3.212686920166015625e+01
6.301494598388671875e+01,3.185722923278808594e+01
6.289617538452148438e+01,3.154843521118164062e+01
6.273952484130859375e+01,3.114117050170898438e+01
6.261935043334960938e+01,3.082874488830566406e+01
6.242498016357421875e+01,3.032342529296875000e+01
6.212039947509765625e+01,2.953155708312988281e+01
6.191141891479492188e+01,2.898824882507324219e+01
6.108748626708984375e+01,2.684616279602050781e+01
6.161634063720703125e+01,2.822110557556152344e+01
6.065181732177734375e+01,2.571350669860839844e+01
6.209267425537109375e+01,2.945947647094726562e+01
6.239817047119140625e+01,3.025371360778808594e+01
6.213254547119140625e+01,2.956313133239746094e+01
6.208551025390625000e+01,2.944085884094238281e+01
6.259625244140625000e+01,3.076869201660156250e+01
6.211655426025390625e+01,2.952155685424804688e+01
6.211429977416992188e+01,2.951570320129394531e+01
6.269188308715820312e+01,3.101731491088867188e+01
6.265900802612304688e+01,3.093185234069824219e+01
6.217590713500976562e+01,2.967586326599121094e+01
6.221354293823242188e+01,2.977372169494628906e+01
6.254939270019531250e+01,3.064685630798339844e+01
6.263352584838867188e+01,3.086561203002929688e+01
6.253575515747070312e+01,3.061141586303710938e+01
6.207626342773437500e+01,2.941680908203125000e+01
6.223830795288085938e+01,2.983809852600097656e+01
6.258744812011718750e+01,3.074579620361328125e+01
6.280355834960937500e+01,3.130764579772949219e+01
6.241904830932617188e+01,3.030799102783203125e+01
6.251047515869140625e+01,3.054568672180175781e+01
6.315529632568359375e+01,3.222211074829101562e+01
6.283057403564453125e+01,3.137788009643554688e+01
6.289287948608398438e+01,3.153987884521484375e+01
6.309688568115234375e+01,3.207025909423828125e+01
6.334571075439453125e+01,3.271715545654296875e+01
6.342327499389648438e+01,3.291881179809570312e+01
6.366333007812500000e+01,3.354291152954101562e+01
6.354083251953125000e+01,3.322443771362304688e+01
6.382034301757812500e+01,3.395112228393554688e+01
6.394399642944335938e+01,3.427258300781250000e+01
6.336116409301757812e+01,3.275733184814453125e+01
6.319355773925781250e+01,3.232158660888671875e+01
6.375963211059570312e+01,3.379328155517578125e+01
6.331448364257812500e+01,3.263596343994140625e+01
6.330030441284179688e+01,3.259910202026367188e+01
6.338163757324218750e+01,3.281056594848632812e+01
6.345030975341796875e+01,3.298908615112304688e+01
6.323655700683593750e+01,3.243336105346679688e+01
6.356670379638671875e+01,3.329169845581054688e+01
6.367943954467773438e+01,3.358478927612304688e+01
6.384509277343750000e+01,3.401546096801757812e+01
6.385433197021484375e+01,3.403947067260742188e+01
6.321791076660156250e+01,3.238489913940429688e+01
6.332508850097656250e+01,3.266354370117187500e+01
6.355670547485351562e+01,3.326570129394531250e+01
6.410053253173828125e+01,3.467955017089843750e+01
6.438716125488281250e+01,3.542475509643554688e+01
6.442564392089843750e+01,3.552478408813476562e+01
6.441988372802734375e+01,3.550980758666992188e+01
6.405233764648437500e+01,3.455426406860351562e+01
6.395479202270507812e+01,3.430065155029296875e+01
6.407264709472656250e+01,3.460706329345703125e+01
6.411038208007812500e+01,3.470515441894531250e+01
6.385307693481445312e+01,3.403622055053710938e+01
6.757490539550781250e+01,4.371229934692382812e+01
6.749037170410156250e+01,4.349255371093750000e+01
6.745982360839843750e+01,4.341311264038085938e+01
6.745059204101562500e+01,4.338911437988281250e+01
6.700305175781250000e+01,4.222558975219726562e+01
6.673250579833984375e+01,4.152221679687500000e+01
6.692666625976562500e+01,4.202699661254882812e+01
6.691203308105468750e+01,4.198897552490234375e+01
6.692324829101562500e+01,4.201811981201171875e+01
6.680125427246093750e+01,4.170096588134765625e+01
6.670724487304687500e+01,4.145654296875000000e+01
6.661764526367187500e+01,4.122361755371093750e+01
6.654518127441406250e+01,4.103522109985351562e+01
6.640087127685546875e+01,4.066003036499023438e+01
6.574847412109375000e+01,3.896392440795898438e+01
6.556906127929687500e+01,3.849747848510742188e+01
6.536959838867187500e+01,3.797891235351562500e+01
6.526469421386718750e+01,3.770618057250976562e+01
6.469564819335937500e+01,3.622674179077148438e+01
6.447933197021484375e+01,3.566436386108398438e+01
6.440616607666015625e+01,3.547414779663085938e+01
6.398196029663085938e+01,3.437129592895507812e+01
6.397826385498046875e+01,3.436168289184570312e+01
6.364867782592773438e+01,3.350481414794921875e+01
6.387284469604492188e+01,3.408760833740234375e+01
6.352121734619140625e+01,3.317344665527343750e+01
6.291344070434570312e+01,3.159332466125488281e+01
6.295419311523437500e+01,3.169927787780761719e+01
6.210662460327148438e+01,2.949575233459472656e+01
6.202762985229492188e+01,2.929038047790527344e+01
6.192463684082031250e+01,2.902261543273925781e+01
6.171248245239257812e+01,2.847104644775390625e+01
6.182799530029296875e+01,2.877136230468750000e+01
6.118376541137695312e+01,2.709647750854492188e+01
6.083746719360351562e+01,2.619616127014160156e+01
6.087266540527343750e+01,2.628768539428710938e+01
6.103960418701171875e+01,2.672167396545410156e+01
6.121167755126953125e+01,2.716904640197753906e+01
6.135133743286132812e+01,2.753212738037109375e+01
6.160689926147460938e+01,2.819654655456542969e+01
6.196198272705078125e+01,2.911970520019531250e+01
6.202932357788085938e+01,2.929477500915527344e+01
6.218959808349609375e+01,2.971146965026855469e+01
6.247589492797851562e+01,3.045578956604003906e+01
6.220817184448242188e+01,2.975975799560546875e+01
6.215910339355468750e+01,2.963218116760253906e+01
6.266785812377929688e+01,3.095485496520996094e+01
6.218622970581054688e+01,2.970269584655761719e+01
6.218209457397460938e+01,2.969196319580078125e+01
6.275785064697265625e+01,3.118882179260253906e+01
6.272319793701171875e+01,3.109872817993164062e+01
6.230788421630859375e+01,3.001899528503417969e+01
6.264118957519531250e+01,3.088551521301269531e+01
6.272285461425781250e+01,3.109783363342285156e+01
6.262266921997070312e+01,3.083737754821777344e+01
6.216083526611328125e+01,2.963668251037597656e+01
6.232059860229492188e+01,3.005204010009765625e+01
6.266751480102539062e+01,3.095396614074707031e+01
6.288146972656250000e+01,3.151020622253417969e+01
6.249485778808593750e+01,3.050508499145507812e+01
6.258424377441406250e+01,3.073746681213378906e+01
6.322707366943359375e+01,3.240871810913085938e+01
6.290040588378906250e+01,3.155945205688476562e+01
6.296084213256835938e+01,3.171655654907226562e+01
6.316301345825195312e+01,3.224217224121093750e+01
6.341005706787109375e+01,3.288444137573242188e+01
6.348588180541992188e+01,3.308158493041992188e+01
